dataset_id,sample_id,site_id,year,intervention,control_flag,microbiome_available,soil_chemistry_available,outcome_available,soil_ph,total_carbon,total_nitrogen,organic_matter,cec,phosphorus,potassium,yield_value,outcome_type,notes
usda_potato_rotation,233,WI_36,Y2,fumigation=Yes;rotation_length=3.0;rotation_diversity=3.0,False,True,True,True,0.653579506,,,-0.501169131,-0.927006494,0.890812007,-0.770771176,6464.5,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,234,WI_36,Y2,fumigation=Yes;rotation_length=3.0;rotation_diversity=3.0,False,True,True,True,0.510808632,,,-0.577495333,-0.434029384,0.440944238,-1.009671509,5488.0,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,235,WI_36,Y2,fumigation=Yes;rotation_length=3.0;rotation_diversity=3.0,False,True,True,True,-0.488587484,,,-0.501169131,-0.623635965,0.568080781,-0.961891442,4461.5,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,236,WI_40,Y2,fumigation=No;rotation_length=2.0;rotation_diversity=2.0,True,True,True,True,-0.488587484,,,-0.195864321,-0.927006494,-0.380553428,-0.953928098,5712.5,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,237,WI_40,Y2,fumigation=No;rotation_length=2.0;rotation_diversity=2.0,True,True,True,True,-0.774129232,,,0.033114286,-0.737399913,-0.341434492,-0.746881143,2988.5,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,238,WI_41,Y2,fumigation=Yes;rotation_length=2.0;rotation_diversity=3.0,False,True,True,True,-1.05967098,,,0.033114286,-0.96492781,0.939710678,-0.715027765,6267.5,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,239,WI_41,Y2,fumigation=Yes;rotation_length=2.0;rotation_diversity=3.0,False,True,True,True,-1.05967098,,,-0.195864321,-1.306219656,0.607199718,-0.603540944,4715.0,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,240,WI_41,Y2,fumigation=Yes;rotation_length=2.0;rotation_diversity=3.0,False,True,True,True,1.510204749,,,-0.348516726,-0.206501486,1.58517313,-0.444274055,4772.5,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,241,WI_42,Y2,fumigation=Yes;rotation_length=2.0;rotation_diversity=3.0,False,True,True,True,-1.487983601,,,-0.424842928,-0.509872016,1.810107015,-0.117776934,6161.0,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,242,WI_42,Y2,fumigation=Yes;rotation_length=2.0;rotation_diversity=3.0,False,True,True,True,-1.487983601,,,0.109440489,0.438160889,3.022794045,-0.277043823,3957.5,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,243,WI_43,Y2,fumigation=Yes;rotation_length=2.0;rotation_diversity=3.0,False,True,True,True,-0.488587484,,,-0.119538119,-0.396108067,2.436009998,-0.133703623,4508.5,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,244,WI_43,Y2,fumigation=Yes;rotation_length=2.0;rotation_diversity=3.0,False,True,True,True,-0.631358358,,,-0.424842928,-1.002849127,1.272221638,-0.372603956,5891.5,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,245,WI_43,Y2,fumigation=Yes;rotation_length=2.0;rotation_diversity=3.0,False,True,True,True,-1.05967098,,,-0.043211916,-0.851163862,2.553366808,-0.476127433,7897.5,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,246,WI_44,Y2,fumigation=No;rotation_length=2.0;rotation_diversity=3.0,True,True,True,True,-1.630754475,,,-0.195864321,0.741531418,2.08393957,-0.611504288,6637.0,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,247,WI_44,Y2,fumigation=No;rotation_length=2.0;rotation_diversity=3.0,True,True,True,True,-1.05967098,,,-0.577495333,-1.382062288,0.763675464,-0.977818131,7817.0,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,248,WI_44,Y2,fumigation=No;rotation_length=2.0;rotation_diversity=3.0,True,True,True,True,-0.916900106,,,-0.653821536,-1.116613075,1.379798713,-1.041524886,6329.5,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,249,WI_45,Y2,fumigation=No;rotation_length=2.0;rotation_diversity=3.0,True,True,True,True,0.225266885,,,-0.195864321,-0.434029384,0.528961845,-0.221300412,5369.5,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,250,WI_45,Y2,fumigation=No;rotation_length=2.0;rotation_diversity=3.0,True,True,True,True,-0.060274863,,,0.033114286,-0.244422803,1.321120309,0.23261022,4213.0,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,251,WI_45,Y2,fumigation=No;rotation_length=2.0;rotation_diversity=3.0,True,True,True,True,-0.345816611,,,-0.195864321,-0.320265435,1.761208344,-0.356677267,3483.5,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,252,WI_46,Y2,fumigation=Yes;rotation_length=2.0;rotation_diversity=2.0,False,True,True,True,-0.774129232,,,-0.501169131,-1.116613075,0.959270146,-0.953928098,5911.0,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,253,WI_46,Y2,fumigation=Yes;rotation_length=2.0;rotation_diversity=2.0,False,True,True,True,-0.774129232,,,-0.348516726,-1.154534391,0.841913337,-0.786697865,3804.5,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,254,WI_46,Y2,fumigation=Yes;rotation_length=2.0;rotation_diversity=2.0,False,True,True,True,-0.488587484,,,-0.501169131,-1.002849127,0.528961845,-0.754844487,4793.5,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,255,WI_47,Y2,fumigation=No;rotation_length=4.0;rotation_diversity=2.0,True,True,True,True,-0.488587484,,,-0.272190524,-0.737399913,1.164644563,0.957274561,3853.5,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,256,WI_48,Y2,fumigation=No;rotation_length=1.0;rotation_diversity=1.0,True,True,True,True,-0.345816611,,,-0.806473941,-1.116613075,-0.517469706,-0.834477931,2285.0,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,257,WI_48,Y2,fumigation=No;rotation_length=1.0;rotation_diversity=1.0,True,True,True,True,-0.774129232,,,-0.882800143,-1.344140972,-0.429452099,-0.914111376,2763.5,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,258,WI_48,Y2,fumigation=No;rotation_length=1.0;rotation_diversity=1.0,True,True,True,True,-1.202441853,,,-0.959126346,-1.419983605,-0.478350769,-0.842441276,2348.5,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,259,WI_50,Y2,fumigation=No;rotation_length=10.0;rotation_diversity=2.0,True,True,True,True,1.510204749,,,0.262092894,0.058947727,-1.104253753,-0.563724221,7970.5,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,260,WI_50,Y2,fumigation=No;rotation_length=10.0;rotation_diversity=2.0,True,True,True,True,1.652975622,,,0.338419096,-0.016894905,-1.280288967,-0.643357666,7647.0,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,261,WI_50,Y2,fumigation=No;rotation_length=10.0;rotation_diversity=2.0,True,True,True,True,1.652975622,,,0.491071501,0.134790359,-1.02601588,-0.587614255,4543.0,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,262,WI_51,Y2,fumigation=Yes;rotation_length=2.0;rotation_diversity=2.0,False,True,True,True,0.225266885,,,-0.577495333,-0.889085178,0.665878123,-0.213337067,4171.0,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,263,WI_51,Y2,fumigation=Yes;rotation_length=2.0;rotation_diversity=2.0,False,True,True,True,-0.774129232,,,-0.577495333,-0.813242546,0.372486099,-1.057451575,2987.0,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,264,WI_51,Y2,fumigation=Yes;rotation_length=2.0;rotation_diversity=2.0,False,True,True,True,-0.345816611,,,-0.577495333,-1.26829834,0.362706365,-0.834477931,3482.0,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,265,WI_52,Y2,fumigation=No;rotation_length=4.0;rotation_diversity=2.0,True,True,True,True,0.368037758,,,-0.501169131,-0.623635965,0.460503706,-0.65132101,4791.5,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,266,WI_52,Y2,fumigation=No;rotation_length=4.0;rotation_diversity=2.0,True,True,True,True,0.939121253,,,-0.577495333,-1.154534391,0.098653544,-0.762807832,7742.0,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,267,WI_52,Y2,fumigation=No;rotation_length=4.0;rotation_diversity=2.0,True,True,True,True,-0.060274863,,,-0.424842928,-0.282344119,-0.008923532,-0.428347366,5066.0,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,268,WI_53,Y2,fumigation=Yes;rotation_length=3.0;rotation_diversity=3.0,False,True,True,True,-0.345816611,,,-0.424842928,-0.547793332,0.450723972,-0.595577599,5295.0,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,269,WI_53,Y2,fumigation=Yes;rotation_length=3.0;rotation_diversity=3.0,False,True,True,True,0.082496011,,,-0.730147738,-1.002849127,0.519182111,-0.213337067,6069.5,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,270,WI_53,Y2,fumigation=Yes;rotation_length=3.0;rotation_diversity=3.0,False,True,True,True,0.225266885,,,-0.730147738,-0.889085178,0.274688758,-1.009671509,7690.5,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,271,MN_2,Y3,fumigation=Yes;rotation_length=3.0;rotation_diversity=3.0,False,True,True,True,1.367433875,,,-0.806473941,-0.320265435,-0.869540134,-0.436310711,4836.925517,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,272,MN_2,Y3,fumigation=Yes;rotation_length=3.0;rotation_diversity=3.0,False,True,True,True,1.510204749,,,-0.653821536,-0.206501486,-0.654385984,-0.277043823,5025.731923,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,273,MN_2,Y3,fumigation=Yes;rotation_length=3.0;rotation_diversity=3.0,False,True,True,True,0.939121253,,,-0.577495333,-0.092737538,-0.517469706,-0.476127433,7265.309515,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,274,MN_3,Y3,fumigation=Yes;rotation_length=3.0;rotation_diversity=3.0,False,True,True,True,1.510204749,,,-0.653821536,-0.16858017,-0.537029174,0.009636576,5370.958368,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,275,MN_3,Y3,fumigation=Yes;rotation_length=3.0;rotation_diversity=3.0,False,True,True,True,0.368037758,,,-0.653821536,-0.4719507,-0.879319868,-0.595577599,6503.905829,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,276,MN_3,Y3,fumigation=Yes;rotation_length=3.0;rotation_diversity=3.0,False,True,True,True,0.79635038,,,-0.653821536,-0.509872016,-0.996676678,-0.476127433,5585.649035,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,277,MN_4,Y3,fumigation=Yes;rotation_length=3.0;rotation_diversity=3.0,False,True,True,True,0.510808632,,,0.109440489,0.62776747,-0.351214226,0.137050087,4357.517027,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,278,MN_4,Y3,fumigation=Yes;rotation_length=3.0;rotation_diversity=3.0,False,True,True,True,1.081892127,,,-0.348516726,-0.016894905,-0.830421198,0.630777441,7709.596937,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,279,MN_4,Y3,fumigation=Yes;rotation_length=3.0;rotation_diversity=3.0,False,True,True,True,0.79635038,,,0.643723906,1.082823264,-0.243637151,0.017599921,2986.465862,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,280,WI_1,Y3,fumigation=No;rotation_length=3.0;rotation_diversity=6.0,True,True,True,True,0.510808632,,,1.025354918,1.575800375,-0.517469706,0.03352661,2588.87,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,281,WI_1,Y3,fumigation=No;rotation_length=3.0;rotation_diversity=6.0,True,True,True,True,0.79635038,,,1.40698593,1.234508529,-0.771742793,0.272426942,2030.21,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,282,WI_1,Y3,fumigation=No;rotation_length=3.0;rotation_diversity=6.0,True,True,True,True,0.368037758,,,0.872702513,1.044901948,-0.967337475,-0.133703623,2629.73,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,283,WI_2,Y3,fumigation=No;rotation_length=3.0;rotation_diversity=5.0,True,True,True,True,0.510808632,,,1.101681121,1.044901948,-1.123813221,-0.101850245,3743.09,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,284,WI_2,Y3,fumigation=No;rotation_length=3.0;rotation_diversity=5.0,True,True,True,True,0.225266885,,,1.330659728,0.855295367,-1.045575348,-0.436310711,2604.0,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,285,WI_2,Y3,fumigation=No;rotation_length=3.0;rotation_diversity=5.0,True,True,True,True,0.225266885,,,1.178007323,0.855295367,-1.270509233,-0.794661209,2365.11,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,286,WI_3,Y3,fumigation=No;rotation_length=3.0;rotation_diversity=6.0,True,True,True,True,0.939121253,,,1.254333526,1.348272478,-0.781522527,0.256500253,2668.93,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,287,WI_3,Y3,fumigation=No;rotation_length=3.0;rotation_diversity=6.0,True,True,True,True,1.081892127,,,1.178007323,1.158665897,-0.722844122,0.137050087,3566.0,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,288,WI_3,Y3,fumigation=No;rotation_length=3.0;rotation_diversity=6.0,True,True,True,True,0.79635038,,,1.178007323,1.689564323,-0.918438805,0.049453298,4203.0,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,289,WI_4,Y3,fumigation=No;rotation_length=10.0;rotation_diversity=2.0,True,True,True,True,-0.203045737,,,0.872702513,1.575800375,-0.673945452,-0.985781475,3297.64,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,290,WI_4,Y3,fumigation=No;rotation_length=10.0;rotation_diversity=2.0,True,True,True,True,-0.345816611,,,1.101681121,1.196587213,-0.077381671,-0.898184687,2038.85,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,291,WI_4,Y3,fumigation=No;rotation_length=10.0;rotation_diversity=2.0,True,True,True,True,-0.203045737,,,1.254333526,1.651643007,-0.488130504,-0.930038064,2900.91,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,292,WI_5,Y3,fumigation=No;rotation_length=3.0;rotation_diversity=2.0,True,True,True,True,-1.345212727,,,0.872702513,1.992934853,-0.136060075,2.844587187,5208.0,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,293,WI_5,Y3,fumigation=Yes;rotation_length=3.0;rotation_diversity=2.0,False,True,True,True,-1.202441853,,,0.567397703,1.91709222,-0.008923532,1.713792281,3669.0,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,294,WI_5,Y3,fumigation=Yes;rotation_length=3.0;rotation_diversity=2.0,False,True,True,True,-1.630754475,,,0.796376311,1.310351161,0.147552214,1.04487135,3926.0,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,295,WI_6,Y3,fumigation=Yes;rotation_length=3.0;rotation_diversity=3.0,False,True,True,True,-1.05967098,,,0.109440489,-0.016894905,-0.184958746,0.200756842,3702.54,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,296,WI_6,Y3,fumigation=No;rotation_length=3.0;rotation_diversity=3.0,True,True,True,True,-1.05967098,,,0.338419096,-0.282344119,-0.018703266,0.184830153,4252.52,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,297,WI_6,Y3,fumigation=Yes;rotation_length=3.0;rotation_diversity=3.0,False,True,True,True,-0.345816611,,,0.185766691,-0.282344119,0.108433278,0.375950419,3721.93,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,298,WI_7,Y3,fumigation=Yes;rotation_length=4.0;rotation_diversity=2.0,False,True,True,True,-0.345816611,,,0.414745299,0.096869043,-1.30962817,2.565870133,4602.75,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,299,WI_7,Y3,fumigation=Yes;rotation_length=4.0;rotation_diversity=2.0,False,True,True,True,-0.488587484,,,-0.043211916,-0.813242546,-1.153152424,1.825279103,2865.99,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,300,WI_7,Y3,fumigation=Yes;rotation_length=4.0;rotation_diversity=2.0,False,True,True,True,0.082496011,,,-0.577495333,-1.154534391,-1.573680991,0.320207008,4311.83,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,301,WI_8,Y3,fumigation=Yes;rotation_length=4.0;rotation_diversity=2.0,False,True,True,True,-1.05967098,,,-0.501169131,-0.282344119,-0.683725186,-0.754844487,4558.13,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,302,WI_8,Y3,fumigation=Yes;rotation_length=4.0;rotation_diversity=2.0,False,True,True,True,-0.203045737,,,0.109440489,-0.623635965,-0.830421198,-0.507980811,3527.57,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,303,WI_9,Y3,fumigation=Yes;rotation_length=4.0;rotation_diversity=4.0,False,True,True,True,0.082496011,,,0.109440489,-0.054816222,-0.380553428,0.03352661,6389.1,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,304,WI_9,Y3,fumigation=Yes;rotation_length=4.0;rotation_diversity=4.0,False,True,True,True,-0.916900106,,,-0.424842928,-0.927006494,0.069314341,-0.746881143,4731.28,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,305,WI_9,Y3,fumigation=Yes;rotation_length=4.0;rotation_diversity=4.0,False,True,True,True,0.653579506,,,-0.043211916,-0.282344119,-0.478350769,-0.149630312,4923.88,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,306,WI_10,Y3,fumigation=Yes;rotation_length=4.0;rotation_diversity=2.0,False,True,True,True,1.367433875,,,-0.272190524,-0.509872016,0.352926631,1.291735027,5262.08,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,307,WI_10,Y3,fumigation=Yes;rotation_length=4.0;rotation_diversity=2.0,False,True,True,True,1.224663001,,,0.185766691,-0.547793332,0.313807694,3.019780765,3690.59,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,308,WI_10,Y3,fumigation=Yes;rotation_length=4.0;rotation_diversity=2.0,False,True,True,True,1.510204749,,,0.109440489,-0.320265435,0.108433278,3.035707453,5976.25,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,309,WI_11,Y3,fumigation=Yes;rotation_length=4.0;rotation_diversity=2.0,False,True,True,True,-0.345816611,,,0.643723906,-0.623635965,0.108433278,-0.364640611,4765.7,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,310,WI_11,Y3,fumigation=Yes;rotation_length=4.0;rotation_diversity=2.0,False,True,True,True,-0.060274863,,,0.185766691,-0.585714648,-0.243637151,-0.707064421,4482.17,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,311,WI_11,Y3,fumigation=Yes;rotation_length=4.0;rotation_diversity=2.0,False,True,True,True,0.082496011,,,0.262092894,-0.016894905,-0.057822202,-0.285007167,6154.04,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,312,WI_12,Y3,fumigation=No;rotation_length=1.0;rotation_diversity=1.0,True,True,True,True,0.225266885,,,-0.195864321,-0.396108067,0.147552214,-0.141666968,3029.65,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,313,WI_12,Y3,fumigation=No;rotation_length=1.0;rotation_diversity=1.0,True,True,True,True,-0.203045737,,,-0.806473941,-1.26829834,-0.390333162,-0.484090777,3388.04,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,314,WI_12,Y3,fumigation=No;rotation_length=1.0;rotation_diversity=1.0,True,True,True,True,-0.916900106,,,-0.730147738,-0.851163862,-0.106720873,-0.754844487,2780.89,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,315,WI_14,Y3,fumigation=No;rotation_length=3.0;rotation_diversity=3.0,True,True,True,True,-1.05967098,,,0.949028716,0.817374051,-0.048042468,0.646704129,4232.48,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,316,WI_14,Y3,fumigation=No;rotation_length=3.0;rotation_diversity=3.0,True,True,True,True,-1.345212727,,,0.567397703,0.931137999,-0.106720873,-0.133703623,5770.78,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,317,WI_14,Y3,fumigation=No;rotation_length=3.0;rotation_diversity=3.0,True,True,True,True,-1.202441853,,,0.872702513,1.992934853,0.499622642,1.31562506,5516.33,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,318,WI_15,Y3,fumigation=No;rotation_length=3.0;rotation_diversity=3.0,True,True,True,True,-1.345212727,,,0.872702513,1.499957742,-0.057822202,0.885604462,4514.2,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,319,WI_15,Y3,fumigation=No;rotation_length=3.0;rotation_diversity=3.0,True,True,True,True,-1.05967098,,,0.643723906,0.172711676,-0.175179012,0.097233365,4192.86,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,320,WI_15,Y3,fumigation=No;rotation_length=3.0;rotation_diversity=3.0,True,True,True,True,-1.630754475,,,0.949028716,2.52383328,-0.018703266,0.646704129,4892.97,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,321,WI_16,Y3,fumigation=No;rotation_length=2.0;rotation_diversity=3.0,True,True,True,True,-1.630754475,,,-0.119538119,1.651643007,2.230635582,-0.069996868,5754.38,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,322,WI_16,Y3,fumigation=No;rotation_length=2.0;rotation_diversity=3.0,True,True,True,True,-1.773525349,,,-0.653821536,0.438160889,1.761208344,-0.762807832,5752.84,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,323,WI_16,Y3,fumigation=No;rotation_length=2.0;rotation_diversity=3.0,True,True,True,True,-1.630754475,,,-0.577495333,0.096869043,1.115745892,-0.938001409,7633.4,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,324,WI_17,Y3,fumigation=No;rotation_length=2.0;rotation_diversity=3.0,True,True,True,True,-0.631358358,,,-0.119538119,0.248554308,1.810107015,-0.332787233,6542.0,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,325,WI_17,Y3,fumigation=No;rotation_length=2.0;rotation_diversity=3.0,True,True,True,True,-1.345212727,,,-0.577495333,-0.320265435,1.653631269,-0.818551243,5561.33,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,326,WI_18,Y3,fumigation=No;rotation_length=4.0;rotation_diversity=3.0,True,True,True,True,-1.05967098,,,0.567397703,0.021026411,0.157331948,-0.611504288,6065.37,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,327,WI_18,Y3,fumigation=No;rotation_length=4.0;rotation_diversity=3.0,True,True,True,True,-1.345212727,,,-0.348516726,-0.509872016,-0.370773694,-1.041524886,3808.02,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,328,WI_18,Y3,fumigation=No;rotation_length=4.0;rotation_diversity=3.0,True,True,True,True,-1.345212727,,,-0.195864321,-0.661557281,-0.52724944,-0.818551243,5494.31,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,329,WI_19,Y3,fumigation=No;rotation_length=2.0;rotation_diversity=3.0,True,True,True,True,-1.05967098,,,-0.577495333,-0.016894905,-0.341434492,-0.802624554,5298.52,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,330,WI_19,Y3,fumigation=No;rotation_length=2.0;rotation_diversity=3.0,True,True,True,True,-2.059067096,,,0.414745299,1.006980632,-0.253416885,-1.081341608,5819.51,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,331,WI_19,Y3,fumigation=No;rotation_length=2.0;rotation_diversity=3.0,True,True,True,True,-1.345212727,,,-0.195864321,0.476082205,-0.537029174,-0.985781475,5749.89,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,332,WI_20,Y3,fumigation=No;rotation_length=4.0;rotation_diversity=3.0,True,True,True,True,-1.916296222,,,-0.195864321,0.969059316,-0.136060075,-0.619467632,6883.28,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,333,WI_20,Y3,fumigation=No;rotation_length=4.0;rotation_diversity=3.0,True,True,True,True,-1.916296222,,,-0.119538119,1.348272478,0.528961845,0.383913764,1668.65,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,334,WI_20,Y3,fumigation=No;rotation_length=4.0;rotation_diversity=3.0,True,True,True,True,-1.630754475,,,-0.195864321,0.438160889,0.900591741,-0.547797533,6842.27,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,335,WI_21,Y3,fumigation=Yes;rotation_length=4.0;rotation_diversity=3.0,False,True,True,True,-1.630754475,,,-0.272190524,0.400239573,1.13530536,-0.077960212,1108.94,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
usda_potato_rotation,336,WI_21,Y3,fumigation=Yes;rotation_length=4.0;rotation_diversity=3.0,False,True,True,True,-1.345212727,,,-0.119538119,-0.358186751,0.548521313,-0.10981359,5065.06,yield_per_meter,multi-field potato rotation/fumigation table with soil chemistry and yield
